render.html	美团	http://192.168.99.100:8050/render.html	闺蜜美妆:最权威化妆品消费顾问，第一美妆护肤交流社区；1000万用户选择，爱美女性必备！ “购买美容品前，来闺蜜网看看口碑”，成为越来越多女性的必做功课，因为闺蜜网让你少花冤枉钱！  【获得成就】 1、“金杯银杯，不如用户的口碑”。闺蜜网2007年创办，专注美妆护肤领域，7年积累2200万条化妆品使用心得，成就最权威化妆品消费顾问！ 2、	C5683: 微信,C5373: 支付宝,C34075: 手机淘宝,C9319: QQ,C10220136: QQ音乐,C23707: 违章查询,C6015363: 肯德基,C10080633: 百度魔拍,C2682: 搜狗输入法,C10047107: 滴滴出行,C34075: 手机淘宝,C5373: 支付宝,C10049053: 华为商城,C57804: 天猫,C5206: 美团,C10608: 大众点评,C20252: 京东,C31975: 墨迹天气,C135323: 灵犀语音助手,C9136: 唯品会,
render.html	酷狗音乐	http://192.168.99.100:8050/render.html	酷狗音乐:【核心功能】 1. 更人性化的操作界面  界面全新设计，清新简洁，点划之间尽享畅爽体验；  2. 乐库体验大有不同  耳目一新的乐库，新歌速递、权威榜单、精选歌单，你要找的音乐，都在酷狗乐库；  3. 专业蝰蛇音效  由蝰蛇(VIPER)专业打造的智能均衡环绕音，更有多种预设音效，让同一首歌也有不同的味道； 4. 融	C34075: 手机淘宝,C5683: 微信,C183901: WiFi信号增强…,C9319: QQ,C10047107: 滴滴出行,C10220136: QQ音乐,C185099: 个性彩铃,C5373: 支付宝,C10010188: 喜马拉雅FM,C54626: 铃声多多,C10021449: 音乐,C3466: 酷狗音乐,C2002: 爱奇艺,C20960: 搜狐视频,C32569: 优酷,C29156: 腾讯视频,C290: 酷我音乐,C2068: 多米音乐,C10162466: 爱看4G视频,C22852: 暴风影音,
render.html	优酷	http://192.168.99.100:8050/render.html	美啊（MEIA） APP是由西安富腾网络科技有限公司自主研发，以线下数以千万计的高端美容院顾客群为依托，每天上新百种特惠商品、特色美容项目，同时提供线上预约，到店消费，美丽到家等服务。 美啊（MEIA）是一个集购物•休闲•美容•资讯为一体的移动互联网终端整合服务平台，挖掘成熟女性人群的需求点，以全面、便捷、优化的B2C+O2O电子商务模式，为用户提供完	C20252: 京东,C183901: WiFi信号增强…,C174391: 百度云,C39289: 手机通信Whats…,C10047107: 滴滴出行,C23673: 天籁K歌,C185099: 个性彩铃,C57236: 今日头条,C3466: 酷狗音乐,C5326: 乐视视频,C10021449: 音乐,C3466: 酷狗音乐,C2002: 爱奇艺,C20960: 搜狐视频,C32569: 优酷,C29156: 腾讯视频,C290: 酷我音乐,C2068: 多米音乐,C10162466: 爱看4G视频,C22852: 暴风影音,
render.html	今日头条	http://192.168.99.100:8050/render.html	掌上天津，有用有趣的天津生活APP~  ——知城事 懂生活——  掌上天津是天津用户量最大、最具影响力，专注于天津生活的手机客户端，看周边事儿、聊吃喝找打折，津门生活信息全掌握！全面解读本地生活，海量来源信息整合，上百个子频道让您找信息一点就得！新鲜事，想分享，转发微信朋友圈，轻松点击就转发，还能获得积分换礼品！天津人都在介儿扎堆了，	C4543: 和讯财经,C43442: 新浪新闻,C20252: 京东,C2217: 我查查,C19168: 凤凰新闻,C183901: WiFi信号增强…,C41529: 万年历,C3674: 凤凰视频,C10251746: 微看点,C32840: 掌阅iReader,C2022: 搜狐新闻,C9147: 网易新闻,C57236: 今日头条,C104688: 腾讯新闻,C179773: 爱读掌阅,C86189: 爱动漫,C28837: ZAKER,C2034: 天翼阅读,C149006: 塔读文学,C6092: 书旗小说,
render.html	华为游戏中心	http://192.168.99.100:8050/render.html	华为游戏中心是华为公司提供的安卓游戏下载平台，所有游戏都经过专业的测评团队层层检测，为您推荐最安全质量最高的游戏内容， 目前我们有20万游戏聚众平台，个性化专题定制，和丰富多元的游戏礼包，还有游戏论坛供大家互动，华为游戏中心不单服务所有华为用户，还支持国内主流安卓机型。 新版本特性： 1、“我的”页面界面设计优化，新页面更简洁美观，常用功能	C183901: WiFi信号增强…,C20252: 京东,C10138048: 消灭星星2-粉碎…,C10114178: 流量宝,C10237646: 3D暴力飙车,C54626: 铃声多多,C10191116: 图片合成器,C10113531: 保卫萝卜2,C23673: 天籁K歌,C10134672: 开心消消乐,C27162: 华为应用市场,C66323: 华为备份,C10055832: 华为文件管理(…,C21976: UC浏览器,C10067631: 华为手机服务,C20679: QQ浏览器,C10207207: 华为云服务,C10059090: 华为游戏中心,C10060708: 华为支付,C2682: 搜狗输入法,
render.html	搜狐新闻	http://192.168.99.100:8050/render.html	---推荐理由--- 每3个人中就有1个人在使用搜狐新闻了解天下资讯； 每1秒钟就有100万+人与你同时在搜狐新闻阅读新鲜事； 每1天就有100+个火爆自媒体入驻搜狐新闻。 涵盖热点新闻、娱乐、科技、财经、股票、社会、旅游、时尚、体育、军事、汽车、生活 、情感、星座…….你可随时分享新闻资讯到微博、微信、朋友圈、QQ空间等社交平台。<	C43442: 新浪新闻,C77434: 违章查询助手,C57236: 今日头条,C183901: WiFi信号增强…,C19168: 凤凰新闻,C5373: 支付宝,C10175435: 布卡漫画,C104688: 腾讯新闻,C21976: UC浏览器,C9147: 网易新闻,C2022: 搜狐新闻,C9147: 网易新闻,C57236: 今日头条,C104688: 腾讯新闻,C179773: 爱读掌阅,C86189: 爱动漫,C28837: ZAKER,C2034: 天翼阅读,C149006: 塔读文学,C6092: 书旗小说,
render.html	爱奇艺	http://192.168.99.100:8050/render.html	汽车保养手册，亿万车主的选择！全球首款汽车保养神器！  【随身专属汽车保养手册】 -收录两万余套原厂保养手册数据 -提供原厂官方保养周期速查  【4S店保养到底有多贵？】 -收录全国2000多家4S店保养信息 -提供4S店保养费用明细查询参考  【保养内容细致解读】 -按照原厂手册推荐保养规格	C183901: WiFi信号增强…,C20252: 京东,C52577: 爱奇艺PPS,C43719: 迅雷,C185099: 个性彩铃,C191: 手机电视,C10159654: 更换字体管家(…,C6280: 开迅视频,C10047107: 滴滴出行,C39289: 手机通信Whats…,C10021449: 音乐,C3466: 酷狗音乐,C2002: 爱奇艺,C20960: 搜狐视频,C32569: 优酷,C29156: 腾讯视频,C290: 酷我音乐,C2068: 多米音乐,C10162466: 爱看4G视频,C22852: 暴风影音,
render.html	QQ浏览器	http://192.168.99.100:8050/render.html	闽烟在线:福建省烟草零售户APP应用平台为卷烟零售户提供了一个移动应用平台，将传统互联网服务迁移至移动互联服务平台，切实有效的为零售户提供移动服务。零售户可以通过平台实现在线订货、经营建议等服务，同时增强了零售户与烟草商业公司互动性，使烟草公司可以更好地为零售户服务。	C183901: WiFi信号增强…,C174391: 百度云,C54626: 铃声多多,C10179513: 单机斗地主,C20252: 京东,C5683: 微信,C3382: 百度地图,C10059250: 神庙逃亡2,C43397: 百度浏览器,C2217: 我查查,C27162: 华为应用市场,C66323: 华为备份,C10055832: 华为文件管理(…,C21976: UC浏览器,C10067631: 华为手机服务,C20679: QQ浏览器,C10207207: 华为云服务,C10059090: 华为游戏中心,C10060708: 华为支付,C2682: 搜狗输入法,
render.html	华为商城	http://192.168.99.100:8050/render.html	【华为商城客户端 我的掌上抢购神器】 不管您是在路上、开会、上课还是家里沙发上，都能第一时间预约抢购华为、荣耀新品。HUAWEI MATE 8、华为畅享5S、荣耀畅玩5X、荣耀7i、华为P8、荣耀7等众多热门新品一网打尽，先人一步！立即下载客户端，开始选购吧！ 【功能概览】 新版首页：全新首页，更多精彩！ 抢购神器：第一时间预约抢购华	C20252: 京东,C5373: 支付宝,C5683: 微信,C34075: 手机淘宝,C2217: 我查查,C2060: 导航犬,C10017070: 高铁管家,C57804: 天猫,C3466: 酷狗音乐,C10047107: 滴滴出行,C34075: 手机淘宝,C5373: 支付宝,C10049053: 华为商城,C57804: 天猫,C5206: 美团,C10608: 大众点评,C20252: 京东,C31975: 墨迹天气,C135323: 灵犀语音助手,C9136: 唯品会,
render.html	WPS Office	http://192.168.99.100:8050/render.html	WPS Office:崭新界面设计全面开启，操作得到更大幅度的提高和优化  最佳安卓办公软件，个人版永久免费，体积小、速度快；独有手机阅读模式，字体清晰翻页流畅；完美支持微软Office、PDF等23种文档格式；文档漫游功能，让你离开电脑一样办公。  用户多：全球用户 500,000,000！ 口碑好：Google Play 超过490,000五星评	C37127: PDF阅读器 …,C5373: 支付宝,C10191116: 图片合成器,C10047107: 滴滴出行,C10129690: 听歌学英语,C10159654: 更换字体管家(…,C6981: 1药网,C20252: 京东,C183901: WiFi信号增强…,C10113430: CAD快速看图,C121553: WPS Office,C10096044: 金山WPS Of…,C381: 网易有道词典,C5458: 驾考宝典-驾校…,C6468: 金山词霸,C10113015: 作业帮,C10068705: 扫描全能王,C10082485: 名片全能王,C10208807: 驾校一点通,C10191382: 小猿搜题,
